SP ID,Skills Programme Title,NQF Level,Credits,Attachments
SP-250816,Intermediate Occupational Health and Safety (OHS) Representative (High Risk Work Area),4,6,"SP Doc Intermediate OHS Representative (High Risk Work Area) 4 6.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/cnTZZvAhZVXeKGCJwhcEJQ/bzTlabcbIvPT8hpwtdBcNLLprSAAB1cttFzLIBD5cwD6gchb83syvMhCo7TcWTQ0NW1CdEYdEiztZZX3Ju0vLAKFWLFBN0J8d5zM13i9tYSX4H4StB341pY1IPtbwItPzTViI7lgPclt4EgiP68Tx1_g8J2KU-io4T4K5NvUmPeYAXrm78Q3-9mVhAWzXeYHCsfwRDIylpexsY8Yv-qCvw/WbvKim9MmVpj8-BEBGgnpxCMlUD0VbSWi3qlICi7iWs),SP Curr Intermediate OHS Representative (High Risk Work Area) 4 6.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/cVaZAzAghIub9D_LJgDf5w/XNJB9Q2MrIRO_be1PjR2GyY8lgxvzMnROw-E4_oUjt2le6kUFIcDjqthfKrTBjZQ62XyRIbWxSekxWBuGXkLTOfGqHDy8_vnIaJJmHy28A-jeuxCyBzvM2d_HPxeST8Ge1MSxa_8fhzrla5j2mDfGKfzVtR3rUO1Ak0abnPJIMzNipteRjvagYgFfTaf3ckTTEbqP7SWZw4VWpKlTjOWag/GFhyLK_GXCmz27JHpaV8i4fgdoUML5kePiJOgx4pRGU)"
SP-250308,Intermediate Photographic Image Creator ,4,60,"SP Doc Intermediate Photographic Image Creator 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/9k81VhkKDut6jwDSsgjymg/6dsbX13Pd7U5lEv5JynSGSVlbFIsQxJk8HsHgy85fDFNPmg2WBSrvDAQRb4jipQr3wSEXZ9uNpiTFJql7d2UFOeRz6kHAA8-9PBofm7Ux3mfR09bnkpQWeUYo7A-c9u2qGjLkZexLxmpGfuAmaFFsVDNtLU_UMGVW86zJfp5mfjh8bg3ddqv-owZ7ovXW69ohDgsUZOaljy-ml9JBqOI6Q/lEWD4jJ2zFNTbJTc5r9J8bRnjjEqyHmM0fXDs6eZVhM),SP Curr Intermediate Photographic Image Creator 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/7nFw5a9yjxcdGMECoCHfdQ/PhSxwIxNkqcO7ZUxjqFs2vvSa6p_d9b7iENIDrOkR-bLVpFd66BplZJ1ffXFzgWQokIucgV2nW7cAuTAjJNBF9B3FOBxatafs5j43ijxTx1nOBmU0-ok7QtrRSeIZ7uKrMPgMH-B_U9QoOgn-SISbXEn91ZyTLZg8EVwaiRY2c-XrAZvhXreyOgR7lD9GVEjfdb2ZnJBAsBlxpT9FeIeZw/Jwj-bhT9XrzSVEAhlE9mfyXHWJDjRIkIoR8gDO85ySA)"
SP-220329,Java Programmer,4,53,"SP Doc Java Programmer 4 53.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Y36Z2tdZHd92z1I3vaO1Pw/K5EmeHzNVgqCTWJQKuVTxFlidVDU4A5CZweu9r2tH6yug2bHUtNe66C1TJACe-XxxnxHAGX2jCo4NWx8UE0jghrqE7mN2jQ1jZIiIRysNQ1Zi71En-F_bOkOo8ki1Pq9T-MnfhnHnKmiZ4z4HD3DsbWrCK79ufOqEN0SbieLjHk/hZbeMqXPxgqxxG7HEtGh5xdk9E9ptMDr_SJe5oDKMqs),SP Curr Java Programmer 4 53.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/iM9TGOKqPfYaWbLBWg4Epg/fM-PxRh8ehT8bEbXNI_UKsnNXS6YADKgh0YyHc3p2mBUGgvRhjI850NOdcDCLdb-wGbG11nsM4bORV-VeI2ZwYXkOBn2aOMILb1yYW6TMsGxAH1JHgIVNQB_1zpcvHWWRCM2cWQHZFRn1U8Waj_xXI55Pv_gKiSwbuwP3jtZ1F8/72K_ovh1z4_yF3vkOe5ovcq-z6sfdMXQyZr3YtKcE0A)"
SP-220373,JavaScript Programmer,4,60,"SP Doc JavaScript Skills Programme 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/psQ7cqpoJfP4y_LsoVpGsA/L8Z3_RpvzSyQngefbROXTXC5SE6c7GhCdUtCYZBhAkf3uR4t1dJ0Ddxx5yEsc0mWTS3EiToZg0fwYkI18wPXECtoEFNpu6-GJt_Pb8HEmKkXuvxzk7Ok5jQFVxsemMH6OOyC6OyPN26bGJMhLFFMg5OYjDKCZRUpkdIxXRQyPCPU06ScFhyU502PAQgDn2or/4QSzFygO1fFOFinnh6dwRxsYqzz4FKJ0aqvmtH9mr04),SP Curr JavaScript Programmer 4 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/pKAaaAniEuH1r0gnIaCpDQ/IZv4F-rBxSR_nJ3MQMwMoT0NjV8npRBkhXd74BJM0diPn5OGWzd1FAUml0EsJQ63r16RNSqVEHzNju4dU5w_td1zRNBkuL7Ntd9FmNHwPjB-xTY-bFaDQEBAYpMYYuQARH8qq15lns55RlX0bumgXOmeb_s4tPUBnsZgEcP_itE/I9Xrx_WP0TMgCAaLxilVteMvpU_7MdC9hYACRPY30fQ)"
SP-250205,Landscape & Ornamental Horticulture Supervisor,3,38,"SP Doc Landscape & Ornamental Horticulture Sup 3 38.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/dD17SnseF62XTHTAXUjizw/f8TMpndScdwuS13-q8lHjc2ANBK15AWznEvouhkDtw_zcK7Q-48Bg0F8KIpnLpmdo8Vf4h26AyENfZwAoCvzWjVJsLLzgtkkbij4RZ2UO0BxjrbfDKOk807bMwZllHwezilAeA8zdKeUU_z4fwjYlhp3_C9DEuwChvtYeF8n-010GchKNCfKO3iBKWnPT_5XeGE7w6eOd6kIe6xyNPvtLA/EBKzgf4awy0AFgRd9HhLxf36jOSpnZ_TkIcapxAcmyQ),SP Curr Landscape and Ornamental Horticulture Sup 3 38.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/sTiUsXMyouipEYR5Eh71DQ/WF37QcPcNaTW3aNcYc6gnNOI6j8C2E6ws41Yl2n19q-ueN4OWQiMT-ftE5qnqgbve6kRPBoHZzooReSwbKTaaUYs9DZaQsjEChcRqwTGtLtVns0-4FbNqanZXL8fThwz9HK3Fyl_VSTBoD2MxuGjGo7bxOVP6cLhiHyuQ690ifX5BsRhTUBOK0KEWRixGcEqBYvNNbFX97KDxZ54yMZAEA/lXtM3DS7VIZXvT6TUyiTwthIpVa5TfEt6oq99ndH0MI)"
SP-250307,Ornamental Horticultural Production Nursery Technical Supervisor,3,31,"SP Doc Landscape & Ornamental Horticulture Sup 3 38.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/j9cs_lxJicz61AvGTJLzzQ/3FrjyyXZoSstSSzz5qoH5m5qS4ZTAHT_-_HKJKzHv9BXKMYO5HK-ZWE8JiPCxrNqEMqRDEQftJGj6p2V5je7D2V_oHP0LDlDcgvg0Se4FFO42qRA8-E3UogbYEGVPmOPRE8PYuZapr4fJ2_Ebt5YR_jphG4ewqiWfH8Jp_uTkWK12G3LGaY-p3r3sU2pBUICb_I8-zI6ldRff2Jv4auCkw/zUpdHyI2Q2ySNW__E-LzMD9dQvhM9I30m8T8keICwJ8),SP Curr Ornamental Horticultural Prod Nursery Tech Sup 3 31.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/6LmljGA75fKgu4_6EBNBXQ/1gd-1nvuPvPI_diQ5H1_mte7kc9s-f-IdD0dmHJjwvS1FXl7kFIgBf2m3T1Ioez8x-WxBOCOv33Ekus_uPtQC51IwxkbRe-DBfgmvTM0SbjVrWPX0OyvdgymMHmt-sjqUyx5HMtGJ7hTeevDdb-hpAtFCqWA4_SW-s9MTuRqIMEnBjA8sETSdsg_75Ax20J1V7ksivmJMZSWODHZ9oCmTw/munyY9z8zvCcVw--XExQWQ6dD0cW3QQNtBSlaKSs8ro),SP Doc Ornamental Horticultural Production Nursery Technical Sup 3 31 1.2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/7znZ4GrjUqHcC8O2bbuMfQ/SK-X5HKU_78wZ5lOvjdLsJJCltfnfsQw-7tsjPiZZO_vZnFRogs4lnGXtwlx2jnntn7LEEGnE407HRGV0J-hK0iz8aegBs63NCGFzeNfYffrWY-MbluFOHi_1rQZlPzHbBZmWf_48nT4kH103fN4loxOXUaY2MWxfL763O-BNuaV4boMvfIbGub7dDu1YcMXGHNKrhUFdzW5bmoUU3JoLphqiGKArdf4DKE9ySvJeFE/ykWYpTwybY3TDlInQSQtiILKFlCkjeqhUITu75uhyLk),SP Curr Ornamental Horticultural Production Nursery Technical Sup 3 31 1.2.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/peN9NVpTkvGv3p_og4d_1A/QGsAyV-VKWPCsLOgksBYpwcxu1iL83DvGkN8i7p1_qizcAzzpTmglGhXDE3ecdptzwa-mN9jWUMvoe7mauz4Ymop8k4g6exC3ceq8n_PUGB6-atRPbNjNItHbzIhDrzHFIBolhCS4yXwkmjBns5_LWkdULgHel_8nxJGp5nAwphTBn7dtBpOSkQq5pWLqmIHn_ugetUSP4JwbnqvHt5hc8WzlXoFApLp4ziDtfGU0FU/rvJRaeVAUggn56o5mM6lqNdYWqqlADoTvuao3AXa3DE)"
SP-211018,Lattice Boom Mobile Crawler Crane Operator C38,3,42,"SP Doc Lattice Boom Crawler Crane C 38 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/dQngySDSzn71E2i2TMgTJw/sCdJLsLdju7nG6fwShHcme7cxATnNliV7w92Sci5U3dN58UdqWxPI93TnZJ4c9ajJ2JfwMrS30tBUsVSWsxvWJdP3Ez-2pZXLR3JWg2J7XOA6piRV8EegXMLoCK-453LloJLibqB-MjRVpxlYP02DHs54RcUZ9ncX03drEFSyQno1Rb7_Bnw75DClC42z3i6/qXKFSDUgcI1hHjsrh6yS5QLXPuQMUB9smJLZr7ObHVg),SPCurr Lattice Boom Mobile Crawler Crane C38 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/grE2nUdGTboKW26qFYHTKw/vfuia6fipV-qOrhyrLKXdheDLLHaVJLIN9L1exiR2Tx-57avJR2xh8pD4UOphDiI7lTcxoj8_qVdRFZ6wAkUNifWWqRbBr0vMHljEkz1Npi3bfRojsy6NI-m-sa7ImNkmHuqoet-jkAMd5rbkBWpP6ShC_d1Ufdc6IcPEF84JZd9-gcovytrhV0Sun0_r67Ur3_NPNm__OkchlcHlqs_NA/Iuw315grgBBSwepn7CEAK9I_uwKGuSiF5ytYkFi_Uy4)"
SP-211019,Lattice Boom Mobile Crawler Crane Operator C40,3,56,"SP Doc Lattice Boom Mobile Crawler Crane C40 Operator 3 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/HB4IoaZdybdoKCdW011kcw/pOpyVVKzF_B1OgGlL0X83ebmHqg-n6jvBHrt4923FEr0rSx993ivxvkDRpuS81ilXPNYpzqcpEIWPIIR1w1JGI9e5m5ksv1hefrVNtlXUTasMlnxC8Dw7EuK57ECGaUMTI8TxRddurPwpnPtYBl6ow4U1zDBlZ144Q3C99o0YV3j2i09TSmrJkASmyCjnQud/rLDmap4MAZ-snD71ci2wQLXPP4_PQa9MnhXaqV2pnz8),SP Curr Lattice Boom Mobile Crawler Crane C40 Operator 3 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/MQUBUGalBdI3z4MO8noeSQ/iKy89lVMGzjQCTYaY_6TjSpx1rp_aOr_cXU0dzZaQalwsAyOP_9P8uWVkfb_OxXE1_iimpq8aCdYnC1AIKpc8iIrdq6mdKZUbEFO929puZOitLUD6vOZXYfBgmfmWoAXvBxYLUDUCDuCdSFP_SMCYytW9TdZ4Zt5V2pAMZRaMM_Nj6v4IDm2YVuNVoHXMbwNezIfhtdRLUvwBTVC0-lwvQ/mrsUfpK3FaDvp1kOfGrPqMeNr2ZFJRZR0Vtota1G4jc)"
SP-211020,Lattice Boom Mobile Truck Crane Operator C37,3,56,"SP Doc Lattice Boom Mobile Truck Crane C37 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/JExUQFNmYcq_tlM3af--Tw/xq6aMQUB5kq2vf-kF9jpvBDgXCOCFUWThFwVedP-MUiZd16RZh-ZPiolsNg1W_vSkin0FQ7Oqg_7dg4rliVD6DMjaDJtCIFkfw-AeIS7SRnIi3hwn7wHgB_eE6Ho6ed7vm79arTcBT9bBMA538b72dABMND4xHH14o1aKfAOfi1ydL9Oy4KXAT9TNAQD_Ib1/-7pI9dC7d10FVMntu4VEBnQdUxvxLMUpL42p4W1AXi0),SP Curr Lattice Boom Mobile Truck Crane C37 Operator 3 42.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ZfAUbtca5OgFzlJUJPyawg/g6Bvarft95hw4st-b5UoSZB-_k9n44Do8Po1H8nBhwOLxdvH9LRKIM9Kt1Y46UITBH2uadXLG31rEust0B8CvNkU67EEiPRHsyV1VgYMXyVVECkh3U421amQUT7eXNwqE88tkMaO_jhrN_kDIFkqGwFrb8SDcLRMoZSH41qALjqwdXnrKceLGjbGdjbo8615/U10-V87t62sCH9wPZlZsf2VyjbQn-DihI3PPqethvHk)"
SP-211007,Learning Support Facilitator,5,20,"SP Doc Learning Support Facilitator 5 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/dgYrPmzZeA8a_L9J_StJLA/QBqlLJn1E7RjkmoDj8U7QaidPCfKgJ8GGRXM-ifGkh2fdvegKMY_TTKmozPBZx78lUjqAoLuXDhFUMLxF8_Tc4k3eD5A-JsijrczBM6Bb6u1-S9oHO5AftMX0NBfUNTzfXRoIGwtTBPc7r_tRZK_V2i3vAo8WAg4Xw_sJ0A6Fn1q5WMhGv_U7w1WskyNty0r/LxWgmDV2Bk6T4XWbFpP7PbAwWxW9bGSAstX0I5Xq9rE),SP Curr Learning Support Facilitator 5 20.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/krUB9oWuiOn0nqkoREXgHg/nMqPRzZruzsBkO1ae-PhFJtLW629JRuvZgST6_rBnagnGgNqdm8pmU-JqFwZYzKU4jX9OBSEi3tzGbV_YXs-bEFyG4GM-_K_f-ExoIhIZUjSwp5ZmrtJY6FxAZain96RCU7pMYP_KhopnfjEEP6ijzcpPBQKFcNfgU-K2WxGs1lJlQ0zI9MQDungoOW44F7H/xBqJHQ7ymCb10cb9tXuxNecEL669BJoUJi32gTXyem0)"
﻿﻿SP-220324,Magazine Master,5,31,"SP Doc Magazine Master 5 31 final 251022.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/r8rghbICYYNVnb_b6RxT7g/7e1ZPSSund-3GGR0dl3huXcXy4wBBGBw0E8Lc92LooywxLsP2qQAs9dfuEMGOSfGGKap-kdbOJJWnG3Y_8QEm89uWOcYSamOznvfT-7SBHNILHbqYe20ssGhXqu5qkz8x746njyP3YnTtgFhSskn0dQglm81P0mugGPeQck_9UUhf-LY7gxwgdO3okozSs7V/Df0H-Cct_zLRHnnjeGqmv6nxB74L2razLFLLfCX8JuY),SP Curriculum Document Magazine Master 5 31 final 251022.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/EDR0m3KfL0GWHBB2in2f7w/hfpyS8b2V7ivG-2Sc3A4WozZtRXzz-u73REdGIyaQTM3KYmHD85nstuL-2FVEt-eovKqxE9LjJeB5iaWeE342oHW9jiy7p4P6GXiHsKgXRUHKwUeDNEqALjKbl2CP56uhlvZQu_y-jUALfNdj-iHW_ydGns8H46lhaJcVsBzzH8T30pDqQxz5HBpp_4RXC0T/APpAjE2SQj0XMHFwJYXosiV_btD9PsiyVN1Tdyp-a0o)"
SP-240209,Major Domestic Appliance Repairer,3,57,"SP Doc Major Domestic Appliance Repairer 3 57.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/N5AvG_YVdqsWgU9VCzyeIg/iVneJ0WN_ewGi2qiP7zsPEJExzQh5LyDd349tQY3jQEnJfKG9LxbNSW9JgkrxmLX_N2iuib0giY5HRZlnWvolhoZaIKMEuAajT1GjQlybwXQmCy8pTn8fDtAMUlpJELdMso15dY_EhKV5uzbUGWT7pbPW3DVqPb8on-aUQo1JkT3O2t6cFyfVrT6qEioIq6ojYxHYLcItUFro1KpHz181Q/bfKAn4n7KcPPQlGCVINxcxPjsLJejFAItRmC_GaeZK0),SP Curr - Major Domestic Appliance Repairer 3 57.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/440Z1PsL_WLOPMEpbuuL2Q/aZOtE-m7jzer-eoJWqH4ESO7dGGyZsRsrALmU6GybYudMCnH60GCQcGe4RYGJ8LZPxlK7fPQv6A8gaSxBFXkVWm1QTr3CpQtu_Z594BeHkYuivWguvFJd51H271dy_sqqToi6eslc3oVqtKQhlt5jViy_b2rsA4tM-iBTMSDr9juqYmfL98t4I5n4pxZbS-sQJD0zI_zCqvVyQkJSEegVg/BiO1FoT83m19CicLZWZiyciI5-wsr0EPezXaQntHJJA)"
SP-250708,Managing workplace discipline,5,43,"SP Doc Managing Workplace Discipline 5 43.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/tnkMJJG-BEkQI3eSoRLzaw/HxJEfRCA3rGYrnB8nNpISiref58ynMvozAYNUgJPYMz0M98aN06PMoH8BDty-TKIbFaW3jHPWYpgl26qna3eUwfm-FqTDZGVlwTyeisX2-EGKNxO_neLIEGq0fX8I_qu5L8TdAnbr0xaYHXVgYJEfmcoCwzEU9_aTh0gyzCcjWacivXe7kAgv6ToXCr9QMhB/ctUkaRcaUwKqq4WUDzDGGhfNcIbma7Q76-Ae_8z77jY),SP Curr Managing Workplace Discipline 5 43.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/DOMXggnieT3WlUtXZhAg9Q/j0ueYQkgM5tKr8mAY_qVkycQRg23XwhlTdfkwTu7ZPdeQyi3P5eWgS56T8lIjBv3QZAC-Om6HWIpzq76bQdKM7lvrq261l4tossROKejmbVURziP8CfbbFa1xGvEOLp_iDftsOEaDMtd28opOeZGXltoFq_7PwmJBE18LbnkpO4tGbHQan37bRQgfpHt2Fxt/Kip1vD233pcs42E_S2l1Cnl2I0KMGqwm_3cb3_Om0X4)"
SP-250124,Micro-Biogas Digester Constructor,4,50,"SP Doc Micro-Biogas Digester Constructor  4 50.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/f-WAAxdZ5VJwUfav2LNc2w/2kzjNDB_HcQp8O3mouoXIk2fvbUyT4Jbr3QB5-q4JO1Ng9EBZcLLf32MVYyt8BBZ-Wtp2OgDKPvJStDssUVzWjDMhDNy2NFCuvsMQ6RRg5KO2LWKClqCUWeURVtBJRXjU-3huNr1gWr_FuXV4B2K6u4ISkaDKZempCZ_28u7ZYMGyeV8OYR9C3pBzEcxfD3LjD26GTMsjYOoOG9yaoRn3Q/mlO69JBmHteichyov7QNk-silDrbHAy2nWgLCezT7eE),SP Curr Micro-Biogas Digester Constructor 4 50.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/rdT_bek0iZwWpwrc9KvHOw/4gZSqA75B7gPdIMOVx208XNwQMbCQdkl_YNOzflbNx0J20g4igoFUU0iDrPTSVsDohz9-i13RJ0F3wVeyPdPpik1nsIoKsxmkukVHra1bb386AiQdfZp_alfvG9uLnv8i2Ck0mbuVb96l_f5r5b_lkfeJzJzZDKagxYxehQ-aPTHSxIAKwK3m5XY7o6LcTKVo9DzMyl4kXrQZuD6Sk95FQ/VpqMSHVBgiV47j3ZwENvYE9EZOeDhv_ANRH8dfGSBm4)"
SP-250209,Microgrid Systems Management,6,60,"SP Doc Microgrid Systems Management 6 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/YfXQ79PqaxJnIH8dyys8dg/tqQYQp7LgKdgRb8hXFRo9yk_iIlEzk6robvnT9rFhp9-JiVdA3rOrd2_Z3SgD03BxvOgaX8u49xvm-k07ahIqwAuObSkNN7HmuFXQ1Iakki9kxwLJxies9ufqGrxpmYrbLt2hBZ7oGgCwXX0ChJTJ3_uEthodU8CX5AmKFgkRoX3BBSwB12v8yRbzlByG5NY/z40TXm-gwU8ljSKpaw15H5lpJriiTqXwVExNfswNgZ8),SP Curr Microgrid Systems Management 6 60.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/wQlK2onuyRpiMQnQGM0bKA/X2vpznmEJBLSzm9iib-YstgC2KfJe8D6TrGyXmzPUJw_w64NWn43BHBUp2PU_jwXMzFAOSlsX_GOWf9MZvJZ5-RqftPpd6XHsucdeXlnUkbYTc99q9KAgf-2Q8DPuGpnNoPCrRHkVjsaiUQdqnFpAkXXcMXSbm0tMzk9IsXCDnpxxP4cbdvBXQsaV_7yCwCi/TsMvWSwZ8AKAFzj1d3bEzchtCF081BPhBBdgkyACElY)"
SP-230327,Mine Gas Tester - Underground Hardrock Operations,2,28,"SP Doc Mine Gas Tester 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/XhvlU5sREA5k3xUqetYziQ/_5lUd2MuRsEFllj70vKLNYLC6VYzqUg14SMYm2Qcz2rkeP_bZ0_Lpa8w7tnmRhUUQGHo_7i2ua5ouV5evQjR3Rwdn8To3vnczjbjBjgmcI6juNd72UcD3qBM-wcM2JyLHicUQA2yum1tUn4CxXNc6onpYjw2KSdntuAJAgokMwM/efgF5AfQm7oCX0dRi7GcnwTK3kwzyJz-UyvnlQalF-U),SP Curr Mine Gas Tester 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/4mHQXTMiYNQAjpzlLfP3RA/0ztQ5vhxE1t3UdlMY6KxACbgsnCP1ChKAQbL7QxD5reh9icpRGvtHSUP_3wW1zseCg55Olxy31_o1-gGMzZ1PALDpQkU5LXWrDc5YKPMiLlEidJBrXdZZn2-XJzYnq9jjmRaMdUDfsGy4X2IRoNoD4aVOH6DdJ5dOJLulg_BYDfAFXmK5wiw8INSmz44ai6P/X-5LEfcyXFyxM5PEwfIpP8CbOI02ILO_VdFkwqI4_p8)"
SP-230329,Mine Gas Tester - Surface Mining Operations,2,28,"SP Doc Mine Gas Tester 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/5RCCbjwyCxLqCfJBNVQzdw/QlGpwiHK_uCXKjpCb3jbjMR4lrSTbFealVbSvDV4QTAqFITUDtITIldDm2oc6N9Tsfzp3Zdz02YRyadNE_2X0LfjNikqCH3CktyaKun9KEJX41iWm5Sd8ZYvORwCM11CQyhwUxGrT1-LFWJRNJJJm7OhlSz_Qim8s54dWXXZR2E/67pkXaoQ--nxQKzz8Z_UqUfPhmFfbV9hAfJFETj0G8o),SP Curr Mine Gas Tester 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/xwKHvxPbKfdYU1oFVj9DsQ/rMlR4QpqMdfDZya3nf4u6ulvxTJuWRTnJSo22djLojo3jhb0_9l8z3d-ivZKh2m-Ep11vIO-6JY55J9ij4y8rtGosnEYKOfKVZ0121BcmzewwvUoosjbeJ1riiKkqsmUcLsBzkLtDrMWe6EOjSoeMQQkaLDBg_4aPQD93_HJZZCnohH5dEP1YriCpN5cQBrj/jMYni80EdHirUuV7-b4ldgWGb-8Ep9EKf53372NZd3k)"
SP-230328,Mine Gas Tester - Underground coal operations,2,28,"SP Doc Mine Gas Tester 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ap4di4iHuKgSyPv7qdLHfw/J8zKaJxeHq11g2bj3W2Ru5xFcjGf8-qCxTkziHYcpWvcv0HsDPqfJq3o6fqa574ahqOZKnlqNQPxyXJyfMlCivcLOBGexExT2jWMELvOXvaIcLH4-h0tHGb6NYyFyWXWu-Af1_wuBmdeBGRbuhbCR11VuSpGUBPYDGe4BWjEZSI/O-pNvWxdG-a-KXEtzXKgi2LugDb6obsQtHchvbokshM),SP Curr Mine Gas Tester 2 28.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/59arWPkKLixjQfgoE-5o8A/4C8mVeC718wNpOHwXvS3jwxN_ipqa3DiNDU24Trt-TNol52kav7k-lun1-qF7aEZ49tBzMiKvqMVZsF2JAuW3J21OcgD_zGRZeRwPsydEGaIUQTUAovj9rP8J30Y8OCVp5kH0twwvKiaiL26tKor-qjvd3HQR09YI_xExuSpKtZEqy4xVb5mey0uhw04zHTR/_6HmEcqQf5pFRRtTd1qiclCBUVUpe6POXYTgh5MKHX8)"
SP-240503,Mine Occupational Health and Safety Representative,2,16,"SP Doc Mine Occupational Health and Safety Representative 2 16final.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/zEdjoW1T34EpmpqRAmD6-g/fNlRqOUSgv5h44uzpv8FkQ5nymeC9pLLA3Fiq-obCq3brsF7Z8wUWLEZduVBTeRYjZ9qTZITAzg2r7IkaCJ4ogsqPYmru4yTRdRGozBAsTnQLFogRoLohcE67nKdKaSYIeJCkl-_DH0t8zmoEBmOtnSsKW40kZzYoTwENSD6lQD0RwKUUeM0gjgf6tki4JqH9TPTrbpB6_629Cr5feh_FeR-_CLI4niGLUVieM5XQTM/8_bw-X5iNgvz8JSG1PwOruwKUcD4e8D6QsGJ50Y9wgo),SP Curr Mine Occupational Health and Safety Representative 2 16.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/jr1LnD8yxZfFVf_DIYyuwA/2Kktdk9keKmsVwaXqIHloY-U89mp1Io57x-IgjAgxCJJW3utE2tvk1dyb3E4xe-I4YYsFOYXwwUYqQhtaFJArxILbmLkUG4G7P9B6vKZD0Y_hHQ1TkcI3yl80c4TpynmTIcW3Ty_Qu2tkvuH2gwudPbc29Flc4adBsfSMhZdnPNO1DUUG2jwYvMev4ipIs9LRYdI-SJ_T1cCaw4SfGUR5F-KgHPe80xUE4mCBSWEZAs/e1jZIBWLo_CY8a4hEYkbe0n7BQLUP3huRRZSbTbEf4I)"
SP-250106,Mine Technical Support Services Assistant: Geological Operations,2,56,"SP Doc Mine Tech. Support Services Ass. Geological Ops 2 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/5JdB-TYnIbhxk8yz8Z_Pyw/eZRen-y8Nvv-DhkIWE6KEL-B3vvBAAYCCoyRUWbQm05ybSsgpnBuvHs6gwAtcTfd4ZoP2QhJBBNPs3HHMWccIriIQm2wOrBjv7JTqafOe7qvw_Qo2C14H2u6egqfY1MOg39xA-3K-SmraadXcieJ30zOLS8pquhIaAdBV0tFWxFNMHU5O6bzBeMLSXgDuIZD6NaS6rL1cL1_U1ZD_NqtsA/zJIf7qcubFmf6CvkPU4GtOFpfKS6SXPMtWFeOrSqdeo),SP Curr Mine Tech. Support Services Ass. Geological Ops 2 56.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Soa65tEYPIXy_MjtFDB4Og/Lv7Z8-gV_me2Dnw5xWL_HIsLadXJkhLvJd42xb-ggt71nGnZ5GDxpD6l5ORoxe3NY9VN2U7kk8NNEH9D2g4tThzauhvhZzUisdURgzLt1KMZcwfu9_zZutuSUg-Q16UTSZaFugN-DQSLhHfblG4HmHic3_Pxn-muQlLWVj6YsL-XgjHa6R0Wx6UMxjFNETmGG_SHgiDbcGwwdTyeiwHNYA/qlIokG-S_VYh0iYpMBx12k0yMhsPz1GxsINJJrcQIDI)"
